cluster,task,n_active,n_valid,n_toxic,n_nontoxic,pct_toxic,pct_nontoxic
114,NR-ER-LBD,4,4,0,4,0.0,100.0
114,SR-ATAD5,4,3,0,3,0.0,100.0
114,SR-p53,4,3,0,3,0.0,100.0
116,NR-AR,5,5,1,4,20.0,80.0
116,NR-Aromatase,5,5,1,4,20.0,80.0
116,NR-PPAR-gamma,5,5,0,5,0.0,100.0
116,SR-HSE,5,4,0,4,0.0,100.0
116,NR-AR-LBD,5,5,0,5,0.0,100.0
116,NR-ER,5,5,1,4,20.0,80.0
116,SR-ARE,5,4,0,4,0.0,100.0
116,SR-MMP,5,4,0,4,0.0,100.0
116,NR-AhR,5,5,1,4,20.0,80.0
116,NR-ER-LBD,5,5,1,4,20.0,80.0
116,SR-ATAD5,5,5,0,5,0.0,100.0
116,SR-p53,5,5,0,5,0.0,100.0
117,NR-AR,1,1,0,1,0.0,100.0
117,NR-Aromatase,1,1,0,1,0.0,100.0
117,NR-PPAR-gamma,1,1,0,1,0.0,100.0
117,SR-HSE,1,1,0,1,0.0,100.0
117,NR-AR-LBD,1,1,0,1,0.0,100.0
117,NR-ER,1,1,0,1,0.0,100.0
117,SR-ARE,1,1,0,1,0.0,100.0
117,NR-AhR,1,1,0,1,0.0,100.0
117,NR-ER-LBD,1,1,0,1,0.0,100.0
117,SR-ATAD5,1,1,0,1,0.0,100.0
117,SR-p53,1,1,0,1,0.0,100.0
119,NR-AR,6,6,0,6,0.0,100.0
119,NR-Aromatase,6,5,2,3,40.0,60.0
119,NR-PPAR-gamma,6,3,0,3,0.0,100.0
119,SR-HSE,6,5,2,3,40.0,60.0
119,NR-AR-LBD,6,4,0,4,0.0,100.0
119,NR-ER,6,3,1,2,33.33,66.67
119,SR-ARE,6,5,0,5,0.0,100.0
119,SR-MMP,6,5,2,3,40.0,60.0
119,NR-AhR,6,5,0,5,0.0,100.0
119,NR-ER-LBD,6,4,1,3,25.0,75.0
119,SR-ATAD5,6,5,0,5,0.0,100.0
119,SR-p53,6,5,2,3,40.0,60.0
120,NR-AR,1,1,0,1,0.0,100.0
120,NR-Aromatase,1,1,0,1,0.0,100.0
120,NR-PPAR-gamma,1,1,0,1,0.0,100.0
120,SR-HSE,1,1,0,1,0.0,100.0
120,NR-AR-LBD,1,1,0,1,0.0,100.0
120,NR-ER,1,1,0,1,0.0,100.0
120,SR-ARE,1,1,0,1,0.0,100.0
120,SR-MMP,1,1,0,1,0.0,100.0
120,NR-AhR,1,1,0,1,0.0,100.0
120,NR-ER-LBD,1,1,0,1,0.0,100.0
120,SR-ATAD5,1,1,0,1,0.0,100.0
120,SR-p53,1,1,0,1,0.0,100.0
122,NR-AR,1,1,0,1,0.0,100.0
122,NR-Aromatase,1,1,0,1,0.0,100.0
122,NR-PPAR-gamma,1,1,0,1,0.0,100.0
122,SR-HSE,1,1,0,1,0.0,100.0
122,NR-AR-LBD,1,1,0,1,0.0,100.0
122,NR-ER,1,1,0,1,0.0,100.0
122,SR-ARE,1,1,0,1,0.0,100.0
122,NR-AhR,1,1,0,1,0.0,100.0
122,NR-ER-LBD,1,1,0,1,0.0,100.0
122,SR-ATAD5,1,1,0,1,0.0,100.0
122,SR-p53,1,1,1,0,100.0,0.0
123,NR-AR,3,3,0,3,0.0,100.0
123,NR-Aromatase,3,3,0,3,0.0,100.0
123,NR-PPAR-gamma,3,3,0,3,0.0,100.0
123,SR-HSE,3,2,0,2,0.0,100.0
123,NR-AR-LBD,3,2,0,2,0.0,100.0
123,NR-ER,3,3,0,3,0.0,100.0
123,SR-ARE,3,2,0,2,0.0,100.0
123,SR-MMP,3,3,1,2,33.33,66.67
123,NR-AhR,3,3,0,3,0.0,100.0
123,NR-ER-LBD,3,3,0,3,0.0,100.0
123,SR-ATAD5,3,3,0,3,0.0,100.0
123,SR-p53,3,3,0,3,0.0,100.0
124,NR-AR,1,1,0,1,0.0,100.0
124,NR-Aromatase,1,1,0,1,0.0,100.0
124,NR-PPAR-gamma,1,1,0,1,0.0,100.0
124,SR-HSE,1,1,0,1,0.0,100.0
124,NR-AR-LBD,1,1,0,1,0.0,100.0
124,NR-ER,1,1,0,1,0.0,100.0
124,SR-ARE,1,1,0,1,0.0,100.0
124,SR-MMP,1,1,1,0,100.0,0.0
124,NR-ER-LBD,1,1,0,1,0.0,100.0
124,SR-ATAD5,1,1,0,1,0.0,100.0
124,SR-p53,1,1,0,1,0.0,100.0
125,NR-AR,2,2,0,2,0.0,100.0
125,NR-Aromatase,2,2,1,1,50.0,50.0
125,NR-PPAR-gamma,2,2,1,1,50.0,50.0
125,NR-AR-LBD,2,2,1,1,50.0,50.0
125,NR-ER,2,2,0,2,0.0,100.0
125,SR-MMP,2,1,0,1,0.0,100.0
125,NR-AhR,2,2,0,2,0.0,100.0
125,NR-ER-LBD,2,1,0,1,0.0,100.0
125,SR-ATAD5,2,2,0,2,0.0,100.0
125,SR-p53,2,2,1,1,50.0,50.0
126,NR-AR,1,1,0,1,0.0,100.0
126,NR-Aromatase,1,1,1,0,100.0,0.0
126,SR-HSE,1,1,0,1,0.0,100.0
126,NR-AR-LBD,1,1,0,1,0.0,100.0
126,SR-ARE,1,1,0,1,0.0,100.0
126,SR-MMP,1,1,1,0,100.0,0.0
126,NR-AhR,1,1,1,0,100.0,0.0
126,NR-ER-LBD,1,1,1,0,100.0,0.0
126,SR-ATAD5,1,1,0,1,0.0,100.0
126,SR-p53,1,1,0,1,0.0,100.0
127,NR-AR,2,2,0,2,0.0,100.0
127,NR-Aromatase,2,2,0,2,0.0,100.0
127,NR-PPAR-gamma,2,2,0,2,0.0,100.0
127,SR-HSE,2,1,0,1,0.0,100.0
127,NR-AR-LBD,2,2,0,2,0.0,100.0
127,NR-ER,2,2,0,2,0.0,100.0
127,SR-ARE,2,1,0,1,0.0,100.0
127,SR-MMP,2,1,0,1,0.0,100.0
127,NR-AhR,2,2,0,2,0.0,100.0
127,NR-ER-LBD,2,2,0,2,0.0,100.0
127,SR-ATAD5,2,2,0,2,0.0,100.0
127,SR-p53,2,2,0,2,0.0,100.0
128,NR-AR,5,4,0,4,0.0,100.0
128,NR-Aromatase,5,4,0,4,0.0,100.0
128,NR-PPAR-gamma,5,4,0,4,0.0,100.0
128,SR-HSE,5,5,0,5,0.0,100.0
128,NR-AR-LBD,5,4,1,3,25.0,75.0
128,NR-ER,5,4,2,2,50.0,50.0
128,SR-ARE,5,4,0,4,0.0,100.0
128,SR-MMP,5,5,1,4,20.0,80.0
128,NR-AhR,5,5,0,5,0.0,100.0
128,NR-ER-LBD,5,4,2,2,50.0,50.0
128,SR-ATAD5,5,4,0,4,0.0,100.0
128,SR-p53,5,5,0,5,0.0,100.0
129,NR-AR,1,1,0,1,0.0,100.0
129,NR-Aromatase,1,1,0,1,0.0,100.0
129,NR-PPAR-gamma,1,1,0,1,0.0,100.0
129,SR-HSE,1,1,0,1,0.0,100.0
129,NR-AR-LBD,1,1,0,1,0.0,100.0
129,NR-ER,1,1,1,0,100.0,0.0
129,SR-ARE,1,1,0,1,0.0,100.0
129,SR-MMP,1,1,0,1,0.0,100.0
129,NR-AhR,1,1,0,1,0.0,100.0
129,NR-ER-LBD,1,1,0,1,0.0,100.0
129,SR-ATAD5,1,1,0,1,0.0,100.0
129,SR-p53,1,1,0,1,0.0,100.0
130,NR-AR,2,2,1,1,50.0,50.0
130,NR-Aromatase,2,1,0,1,0.0,100.0
130,NR-PPAR-gamma,2,1,0,1,0.0,100.0
130,NR-AR-LBD,2,1,1,0,100.0,0.0
130,NR-ER,2,1,0,1,0.0,100.0
130,NR-AhR,2,1,0,1,0.0,100.0
130,NR-ER-LBD,2,2,0,2,0.0,100.0
130,SR-ATAD5,2,2,0,2,0.0,100.0
130,SR-p53,2,1,0,1,0.0,100.0
131,NR-AR,9,7,0,7,0.0,100.0
131,NR-Aromatase,9,7,0,7,0.0,100.0
131,NR-PPAR-gamma,9,7,0,7,0.0,100.0
131,SR-HSE,9,6,1,5,16.67,83.33
131,NR-AR-LBD,9,7,0,7,0.0,100.0
131,NR-ER,9,7,1,6,14.29,85.71
131,SR-ARE,9,3,0,3,0.0,100.0
131,SR-MMP,9,3,0,3,0.0,100.0
131,NR-AhR,9,7,0,7,0.0,100.0
131,NR-ER-LBD,9,7,0,7,0.0,100.0
131,SR-ATAD5,9,7,0,7,0.0,100.0
131,SR-p53,9,7,1,6,14.29,85.71
132,NR-AR,7,7,0,7,0.0,100.0
132,NR-Aromatase,7,4,0,4,0.0,100.0
132,NR-PPAR-gamma,7,5,1,4,20.0,80.0
132,SR-HSE,7,4,1,3,25.0,75.0
132,NR-AR-LBD,7,6,0,6,0.0,100.0
132,NR-ER,7,5,0,5,0.0,100.0
132,SR-ARE,7,3,1,2,33.33,66.67
132,SR-MMP,7,5,1,4,20.0,80.0
132,NR-AhR,7,6,0,6,0.0,100.0
132,NR-ER-LBD,7,5,0,5,0.0,100.0
132,SR-ATAD5,7,7,2,5,28.57,71.43
132,SR-p53,7,7,3,4,42.86,57.14
134,NR-AR,17,15,0,15,0.0,100.0
134,NR-Aromatase,17,8,1,7,12.5,87.5
134,NR-PPAR-gamma,17,11,0,11,0.0,100.0
134,SR-HSE,17,10,0,10,0.0,100.0
134,NR-AR-LBD,17,12,0,12,0.0,100.0
134,NR-ER,17,13,5,8,38.46,61.54
134,SR-ARE,17,8,0,8,0.0,100.0
134,SR-MMP,17,9,2,7,22.22,77.78
134,NR-AhR,17,12,3,9,25.0,75.0
134,NR-ER-LBD,17,13,1,12,7.69,92.31
134,SR-ATAD5,17,13,1,12,7.69,92.31
134,SR-p53,17,11,3,8,27.27,72.73
135,NR-AR,3,3,0,3,0.0,100.0
135,NR-Aromatase,3,3,0,3,0.0,100.0
135,NR-PPAR-gamma,3,3,1,2,33.33,66.67
135,SR-HSE,3,3,0,3,0.0,100.0
135,NR-AR-LBD,3,3,0,3,0.0,100.0
135,NR-ER,3,3,0,3,0.0,100.0
135,SR-ARE,3,2,1,1,50.0,50.0
135,SR-MMP,3,1,0,1,0.0,100.0
135,NR-AhR,3,3,0,3,0.0,100.0
135,NR-ER-LBD,3,3,0,3,0.0,100.0
135,SR-ATAD5,3,3,0,3,0.0,100.0
135,SR-p53,3,3,0,3,0.0,100.0
136,NR-AR,2,2,0,2,0.0,100.0
136,NR-Aromatase,2,2,0,2,0.0,100.0
136,NR-PPAR-gamma,2,2,0,2,0.0,100.0
136,SR-HSE,2,2,0,2,0.0,100.0
136,NR-AR-LBD,2,2,0,2,0.0,100.0
136,NR-ER,2,2,0,2,0.0,100.0
136,SR-ARE,2,2,0,2,0.0,100.0
136,SR-MMP,2,2,0,2,0.0,100.0
136,NR-AhR,2,1,0,1,0.0,100.0
136,NR-ER-LBD,2,2,0,2,0.0,100.0
136,SR-ATAD5,2,2,0,2,0.0,100.0
136,SR-p53,2,2,0,2,0.0,100.0
137,NR-AR,1,1,0,1,0.0,100.0
137,NR-Aromatase,1,1,0,1,0.0,100.0
137,NR-PPAR-gamma,1,1,0,1,0.0,100.0
137,SR-HSE,1,1,0,1,0.0,100.0
137,NR-ER,1,1,0,1,0.0,100.0
137,SR-MMP,1,1,0,1,0.0,100.0
137,NR-AhR,1,1,0,1,0.0,100.0
137,NR-ER-LBD,1,1,0,1,0.0,100.0
137,SR-ATAD5,1,1,0,1,0.0,100.0
137,SR-p53,1,1,0,1,0.0,100.0
138,NR-AR,16,15,0,15,0.0,100.0
138,NR-Aromatase,16,15,0,15,0.0,100.0
138,NR-PPAR-gamma,16,15,0,15,0.0,100.0
138,SR-HSE,16,12,1,11,8.33,91.67
138,NR-AR-LBD,16,15,0,15,0.0,100.0
138,NR-ER,16,14,0,14,0.0,100.0
138,SR-ARE,16,10,1,9,10.0,90.0
138,SR-MMP,16,10,0,10,0.0,100.0
138,NR-AhR,16,15,1,14,6.67,93.33
138,NR-ER-LBD,16,14,0,14,0.0,100.0
138,SR-ATAD5,16,15,1,14,6.67,93.33
138,SR-p53,16,14,0,14,0.0,100.0
139,NR-AR,60,59,1,58,1.69,98.31
139,NR-Aromatase,60,46,6,40,13.04,86.96
139,NR-PPAR-gamma,60,56,0,56,0.0,100.0
139,SR-HSE,60,51,4,47,7.84,92.16
139,NR-AR-LBD,60,57,0,57,0.0,100.0
139,NR-ER,60,47,7,40,14.89,85.11
139,SR-ARE,60,45,11,34,24.44,75.56
139,SR-MMP,60,44,8,36,18.18,81.82
139,NR-AhR,60,52,18,34,34.62,65.38
139,NR-ER-LBD,60,53,3,50,5.66,94.34
139,SR-ATAD5,60,57,5,52,8.77,91.23
139,SR-p53,60,54,3,51,5.56,94.44
141,NR-AR,2,2,0,2,0.0,100.0
141,NR-Aromatase,2,1,0,1,0.0,100.0
141,NR-PPAR-gamma,2,1,0,1,0.0,100.0
141,SR-HSE,2,1,0,1,0.0,100.0
141,NR-AR-LBD,2,1,0,1,0.0,100.0
141,NR-ER,2,1,0,1,0.0,100.0
141,SR-ARE,2,1,0,1,0.0,100.0
141,SR-MMP,2,1,0,1,0.0,100.0
141,NR-AhR,2,2,0,2,0.0,100.0
141,NR-ER-LBD,2,1,0,1,0.0,100.0
141,SR-ATAD5,2,2,0,2,0.0,100.0
141,SR-p53,2,1,0,1,0.0,100.0
142,NR-AR,12,11,1,10,9.09,90.91
142,NR-Aromatase,12,7,0,7,0.0,100.0
142,NR-PPAR-gamma,12,10,0,10,0.0,100.0
142,SR-HSE,12,11,1,10,9.09,90.91
142,NR-AR-LBD,12,10,0,10,0.0,100.0
142,NR-ER,12,11,0,11,0.0,100.0
142,SR-ARE,12,11,1,10,9.09,90.91
142,SR-MMP,12,10,1,9,10.0,90.0
142,NR-AhR,12,9,1,8,11.11,88.89
142,NR-ER-LBD,12,11,0,11,0.0,100.0
142,SR-ATAD5,12,11,0,11,0.0,100.0
142,SR-p53,12,11,0,11,0.0,100.0
143,NR-AR,2,2,0,2,0.0,100.0
143,NR-Aromatase,2,2,0,2,0.0,100.0
143,NR-PPAR-gamma,2,2,0,2,0.0,100.0
143,SR-HSE,2,1,0,1,0.0,100.0
143,NR-AR-LBD,2,2,0,2,0.0,100.0
143,NR-ER,2,2,0,2,0.0,100.0
143,SR-ARE,2,1,0,1,0.0,100.0
143,SR-MMP,2,2,0,2,0.0,100.0
143,NR-AhR,2,2,0,2,0.0,100.0
143,NR-ER-LBD,2,2,0,2,0.0,100.0
143,SR-ATAD5,2,2,0,2,0.0,100.0
143,SR-p53,2,2,0,2,0.0,100.0
145,NR-AR,2,2,0,2,0.0,100.0
145,NR-Aromatase,2,1,0,1,0.0,100.0
145,NR-PPAR-gamma,2,1,0,1,0.0,100.0
145,SR-HSE,2,1,0,1,0.0,100.0
145,NR-AR-LBD,2,2,0,2,0.0,100.0
145,NR-ER,2,2,0,2,0.0,100.0
145,SR-ARE,2,1,1,0,100.0,0.0
145,SR-MMP,2,2,0,2,0.0,100.0
145,NR-AhR,2,2,0,2,0.0,100.0
145,NR-ER-LBD,2,2,0,2,0.0,100.0
145,SR-ATAD5,2,2,0,2,0.0,100.0
145,SR-p53,2,2,1,1,50.0,50.0
147,NR-AR,1,1,0,1,0.0,100.0
147,NR-Aromatase,1,1,0,1,0.0,100.0
147,NR-PPAR-gamma,1,1,0,1,0.0,100.0
147,NR-AR-LBD,1,1,0,1,0.0,100.0
147,NR-ER,1,1,0,1,0.0,100.0
147,SR-MMP,1,1,0,1,0.0,100.0
147,NR-AhR,1,1,0,1,0.0,100.0
147,NR-ER-LBD,1,1,0,1,0.0,100.0
147,SR-ATAD5,1,1,0,1,0.0,100.0
147,SR-p53,1,1,0,1,0.0,100.0
148,NR-AR,2,2,0,2,0.0,100.0
148,NR-Aromatase,2,1,0,1,0.0,100.0
148,NR-PPAR-gamma,2,2,0,2,0.0,100.0
148,SR-HSE,2,2,0,2,0.0,100.0
148,NR-AR-LBD,2,2,0,2,0.0,100.0
148,NR-ER,2,1,1,0,100.0,0.0
148,SR-ARE,2,2,1,1,50.0,50.0
148,SR-MMP,2,1,1,0,100.0,0.0
148,NR-AhR,2,2,1,1,50.0,50.0
148,NR-ER-LBD,2,2,0,2,0.0,100.0
148,SR-ATAD5,2,2,0,2,0.0,100.0
148,SR-p53,2,2,1,1,50.0,50.0
149,NR-AR,8,8,0,8,0.0,100.0
149,NR-Aromatase,8,5,0,5,0.0,100.0
149,NR-PPAR-gamma,8,7,0,7,0.0,100.0
149,SR-HSE,8,7,0,7,0.0,100.0
149,NR-AR-LBD,8,7,0,7,0.0,100.0
149,NR-ER,8,6,0,6,0.0,100.0
149,SR-ARE,8,7,0,7,0.0,100.0
149,SR-MMP,8,8,1,7,12.5,87.5
149,NR-AhR,8,8,2,6,25.0,75.0
149,NR-ER-LBD,8,8,0,8,0.0,100.0
149,SR-ATAD5,8,7,0,7,0.0,100.0
149,SR-p53,8,8,0,8,0.0,100.0
150,NR-AR,12,10,0,10,0.0,100.0
150,NR-Aromatase,12,8,0,8,0.0,100.0
150,NR-PPAR-gamma,12,9,0,9,0.0,100.0
150,SR-HSE,12,10,3,7,30.0,70.0
150,NR-AR-LBD,12,9,0,9,0.0,100.0
150,NR-ER,12,9,0,9,0.0,100.0
150,SR-ARE,12,9,1,8,11.11,88.89
150,SR-MMP,12,8,0,8,0.0,100.0
150,NR-AhR,12,8,0,8,0.0,100.0
150,NR-ER-LBD,12,9,0,9,0.0,100.0
150,SR-ATAD5,12,8,0,8,0.0,100.0
150,SR-p53,12,8,0,8,0.0,100.0
151,NR-AR,3,3,0,3,0.0,100.0
151,NR-Aromatase,3,3,1,2,33.33,66.67
151,NR-PPAR-gamma,3,2,0,2,0.0,100.0
151,SR-HSE,3,2,0,2,0.0,100.0
151,NR-AR-LBD,3,2,0,2,0.0,100.0
151,NR-ER,3,2,0,2,0.0,100.0
151,SR-ARE,3,2,0,2,0.0,100.0
151,SR-MMP,3,3,0,3,0.0,100.0
151,NR-AhR,3,3,1,2,33.33,66.67
151,NR-ER-LBD,3,3,0,3,0.0,100.0
151,SR-ATAD5,3,2,0,2,0.0,100.0
151,SR-p53,3,2,0,2,0.0,100.0
152,NR-AR,10,10,0,10,0.0,100.0
152,NR-Aromatase,10,7,0,7,0.0,100.0
152,NR-PPAR-gamma,10,7,0,7,0.0,100.0
152,SR-HSE,10,8,0,8,0.0,100.0
152,NR-AR-LBD,10,10,0,10,0.0,100.0
152,NR-ER,10,8,1,7,12.5,87.5
152,SR-ARE,10,7,3,4,42.86,57.14
152,SR-MMP,10,6,0,6,0.0,100.0
152,NR-AhR,10,7,2,5,28.57,71.43
152,NR-ER-LBD,10,10,0,10,0.0,100.0
152,SR-ATAD5,10,9,0,9,0.0,100.0
152,SR-p53,10,10,0,10,0.0,100.0
153,NR-AR,11,9,0,9,0.0,100.0
153,NR-Aromatase,11,8,2,6,25.0,75.0
153,NR-PPAR-gamma,11,7,0,7,0.0,100.0
153,SR-HSE,11,10,0,10,0.0,100.0
153,NR-AR-LBD,11,8,1,7,12.5,87.5
153,NR-ER,11,8,1,7,12.5,87.5
153,SR-ARE,11,7,1,6,14.29,85.71
153,SR-MMP,11,6,1,5,16.67,83.33
153,NR-AhR,11,8,2,6,25.0,75.0
153,NR-ER-LBD,11,9,1,8,11.11,88.89
153,SR-ATAD5,11,9,1,8,11.11,88.89
153,SR-p53,11,9,2,7,22.22,77.78
154,NR-AR,9,9,0,9,0.0,100.0
154,NR-Aromatase,9,5,0,5,0.0,100.0
154,NR-PPAR-gamma,9,7,0,7,0.0,100.0
154,SR-HSE,9,5,2,3,40.0,60.0
154,NR-AR-LBD,9,7,0,7,0.0,100.0
154,NR-ER,9,6,2,4,33.33,66.67
154,SR-ARE,9,5,2,3,40.0,60.0
154,SR-MMP,9,7,1,6,14.29,85.71
154,NR-AhR,9,8,0,8,0.0,100.0
154,NR-ER-LBD,9,9,0,9,0.0,100.0
154,SR-ATAD5,9,8,2,6,25.0,75.0
154,SR-p53,9,8,3,5,37.5,62.5
155,NR-AR,9,8,1,7,12.5,87.5
155,NR-Aromatase,9,7,3,4,42.86,57.14
155,NR-PPAR-gamma,9,7,1,6,14.29,85.71
155,SR-HSE,9,6,1,5,16.67,83.33
155,NR-AR-LBD,9,7,1,6,14.29,85.71
155,NR-ER,9,7,2,5,28.57,71.43
155,SR-ARE,9,4,2,2,50.0,50.0
155,SR-MMP,9,8,1,7,12.5,87.5
155,NR-AhR,9,9,0,9,0.0,100.0
155,NR-ER-LBD,9,5,0,5,0.0,100.0
155,SR-ATAD5,9,7,0,7,0.0,100.0
155,SR-p53,9,8,1,7,12.5,87.5
156,NR-AR,2,2,0,2,0.0,100.0
156,NR-Aromatase,2,2,1,1,50.0,50.0
156,NR-PPAR-gamma,2,2,0,2,0.0,100.0
156,SR-HSE,2,2,0,2,0.0,100.0
156,NR-AR-LBD,2,2,0,2,0.0,100.0
156,NR-ER,2,2,0,2,0.0,100.0
156,SR-ARE,2,1,0,1,0.0,100.0
156,SR-MMP,2,2,0,2,0.0,100.0
156,NR-AhR,2,2,0,2,0.0,100.0
156,NR-ER-LBD,2,1,0,1,0.0,100.0
156,SR-ATAD5,2,2,0,2,0.0,100.0
156,SR-p53,2,2,1,1,50.0,50.0
157,NR-AR,2,2,0,2,0.0,100.0
157,NR-Aromatase,2,2,0,2,0.0,100.0
157,NR-PPAR-gamma,2,2,0,2,0.0,100.0
157,SR-HSE,2,2,0,2,0.0,100.0
157,NR-AR-LBD,2,2,0,2,0.0,100.0
157,NR-ER,2,2,0,2,0.0,100.0
157,SR-ARE,2,1,0,1,0.0,100.0
157,SR-MMP,2,2,0,2,0.0,100.0
157,NR-AhR,2,2,0,2,0.0,100.0
157,NR-ER-LBD,2,2,0,2,0.0,100.0
157,SR-ATAD5,2,2,0,2,0.0,100.0
157,SR-p53,2,2,1,1,50.0,50.0
158,NR-AR,7,7,0,7,0.0,100.0
158,NR-Aromatase,7,4,0,4,0.0,100.0
158,NR-PPAR-gamma,7,6,0,6,0.0,100.0
158,SR-HSE,7,4,1,3,25.0,75.0
158,NR-AR-LBD,7,6,0,6,0.0,100.0
158,NR-ER,7,5,0,5,0.0,100.0
158,SR-ARE,7,2,1,1,50.0,50.0
158,SR-MMP,7,5,0,5,0.0,100.0
158,NR-AhR,7,7,0,7,0.0,100.0
158,NR-ER-LBD,7,6,0,6,0.0,100.0
158,SR-ATAD5,7,6,0,6,0.0,100.0
158,SR-p53,7,6,1,5,16.67,83.33
159,NR-AR,5,4,0,4,0.0,100.0
159,NR-Aromatase,5,3,0,3,0.0,100.0
159,NR-PPAR-gamma,5,4,0,4,0.0,100.0
159,SR-HSE,5,5,0,5,0.0,100.0
159,NR-AR-LBD,5,4,0,4,0.0,100.0
159,NR-ER,5,2,1,1,50.0,50.0
159,SR-ARE,5,4,0,4,0.0,100.0
159,SR-MMP,5,3,0,3,0.0,100.0
159,NR-AhR,5,4,0,4,0.0,100.0
159,NR-ER-LBD,5,3,0,3,0.0,100.0
159,SR-ATAD5,5,4,0,4,0.0,100.0
159,SR-p53,5,4,0,4,0.0,100.0
160,NR-AR,4,3,0,3,0.0,100.0
160,NR-Aromatase,4,4,0,4,0.0,100.0
160,NR-PPAR-gamma,4,3,0,3,0.0,100.0
160,SR-HSE,4,3,0,3,0.0,100.0
160,NR-AR-LBD,4,3,0,3,0.0,100.0
160,NR-ER,4,2,0,2,0.0,100.0
160,SR-ARE,4,3,0,3,0.0,100.0
160,SR-MMP,4,4,1,3,25.0,75.0
160,NR-AhR,4,4,0,4,0.0,100.0
160,NR-ER-LBD,4,4,0,4,0.0,100.0
160,SR-ATAD5,4,4,0,4,0.0,100.0
160,SR-p53,4,3,0,3,0.0,100.0
161,NR-AR,2,2,0,2,0.0,100.0
161,NR-Aromatase,2,1,0,1,0.0,100.0
161,NR-PPAR-gamma,2,2,0,2,0.0,100.0
161,SR-HSE,2,1,0,1,0.0,100.0
161,NR-AR-LBD,2,1,0,1,0.0,100.0
161,NR-ER,2,2,0,2,0.0,100.0
161,SR-ARE,2,1,0,1,0.0,100.0
161,SR-MMP,2,2,1,1,50.0,50.0
161,NR-AhR,2,2,0,2,0.0,100.0
161,NR-ER-LBD,2,2,0,2,0.0,100.0
161,SR-ATAD5,2,2,0,2,0.0,100.0
161,SR-p53,2,2,0,2,0.0,100.0
162,NR-AR,14,14,0,14,0.0,100.0
162,NR-Aromatase,14,11,0,11,0.0,100.0
162,NR-PPAR-gamma,14,9,2,7,22.22,77.78
162,SR-HSE,14,10,3,7,30.0,70.0
162,NR-AR-LBD,14,12,0,12,0.0,100.0
162,NR-ER,14,12,0,12,0.0,100.0
162,SR-ARE,14,11,1,10,9.09,90.91
162,SR-MMP,14,8,0,8,0.0,100.0
162,NR-AhR,14,13,0,13,0.0,100.0
162,NR-ER-LBD,14,12,0,12,0.0,100.0
162,SR-ATAD5,14,12,1,11,8.33,91.67
162,SR-p53,14,13,1,12,7.69,92.31
163,NR-AR,7,7,1,6,14.29,85.71
163,NR-Aromatase,7,5,0,5,0.0,100.0
163,NR-PPAR-gamma,7,7,2,5,28.57,71.43
163,SR-HSE,7,5,0,5,0.0,100.0
163,NR-AR-LBD,7,7,1,6,14.29,85.71
163,NR-ER,7,4,0,4,0.0,100.0
163,SR-ARE,7,4,0,4,0.0,100.0
163,SR-MMP,7,4,0,4,0.0,100.0
163,NR-AhR,7,6,0,6,0.0,100.0
163,NR-ER-LBD,7,6,1,5,16.67,83.33
163,SR-ATAD5,7,7,2,5,28.57,71.43
163,SR-p53,7,5,1,4,20.0,80.0
164,NR-AR,2,1,0,1,0.0,100.0
164,NR-Aromatase,2,1,0,1,0.0,100.0
164,NR-PPAR-gamma,2,2,0,2,0.0,100.0
164,SR-HSE,2,2,0,2,0.0,100.0
164,NR-AR-LBD,2,2,0,2,0.0,100.0
164,NR-ER,2,1,0,1,0.0,100.0
164,SR-ARE,2,2,0,2,0.0,100.0
164,SR-MMP,2,2,0,2,0.0,100.0
164,NR-AhR,2,2,0,2,0.0,100.0
164,NR-ER-LBD,2,2,0,2,0.0,100.0
164,SR-ATAD5,2,2,0,2,0.0,100.0
164,SR-p53,2,2,0,2,0.0,100.0
165,NR-AR,1,1,0,1,0.0,100.0
165,NR-Aromatase,1,1,0,1,0.0,100.0
165,NR-PPAR-gamma,1,1,0,1,0.0,100.0
165,SR-HSE,1,1,0,1,0.0,100.0
165,NR-AR-LBD,1,1,0,1,0.0,100.0
165,NR-ER,1,1,0,1,0.0,100.0
165,SR-ARE,1,1,0,1,0.0,100.0
165,SR-MMP,1,1,0,1,0.0,100.0
165,NR-AhR,1,1,0,1,0.0,100.0
165,NR-ER-LBD,1,1,0,1,0.0,100.0
165,SR-ATAD5,1,1,0,1,0.0,100.0
165,SR-p53,1,1,0,1,0.0,100.0
166,NR-AR,5,5,0,5,0.0,100.0
166,NR-Aromatase,5,5,0,5,0.0,100.0
166,NR-PPAR-gamma,5,4,0,4,0.0,100.0
166,SR-HSE,5,5,0,5,0.0,100.0
166,NR-AR-LBD,5,5,0,5,0.0,100.0
166,NR-ER,5,5,0,5,0.0,100.0
166,SR-ARE,5,4,0,4,0.0,100.0
166,SR-MMP,5,5,0,5,0.0,100.0
166,NR-AhR,5,4,0,4,0.0,100.0
166,NR-ER-LBD,5,5,0,5,0.0,100.0
166,SR-ATAD5,5,5,0,5,0.0,100.0
166,SR-p53,5,5,0,5,0.0,100.0
167,NR-AR,4,4,0,4,0.0,100.0
167,NR-Aromatase,4,4,1,3,25.0,75.0
167,NR-PPAR-gamma,4,4,0,4,0.0,100.0
167,SR-HSE,4,3,0,3,0.0,100.0
167,NR-AR-LBD,4,3,0,3,0.0,100.0
167,NR-ER,4,2,0,2,0.0,100.0
167,SR-ARE,4,3,1,2,33.33,66.67
